sentence,label
some quietly moving moments and an intelligent subtlety,1
is both a snore and utter tripe .,0
"is a movie that is what it is : a pleasant distraction , a friday night diversion , an excuse to eat popcorn .",1
"a lovely film ... elegant , witty and beneath a prim exterior unabashedly romantic ... hugely enjoyable in its own right though not really faithful to its source 's complexity .",1
's as entertaining,1
if you enjoy being rewarded by a script that assumes you are n't very bright,0
"its insights into the dream world of teen life , and its electronic expression through cyber culture",1
preachy and clichéd,0
incredibly dated and unfunny,0
its boundary-hopping formal innovations and glimpse,1
of being overrun by corrupt and hedonistic weasels,0
should have been sent back to the tailor for some major alterations,0
that he 's made at least one damn fine horror movie,1
"the following things are not at all entertaining : the bad sound , the lack of climax and , worst of all , watching seinfeld ( who is also one of the film 's producers ) do everything he can to look like a good guy .",0
"a fiercely clever and subtle film ,",1
of the dramatic conviction that underlies the best of comedies,1
the poor quality of pokemon 4 ever is any indication,0
he allows nothing to get in the way,1
"takes full , chilling advantage of its rough-around-the-edges , low-budget constraints",1
a grand fart coming from a director beginning to resemble someone 's crazy french grandfather .,0
before some savvy producer saw the potential success inherent in the mixture of bullock bubble and hugh goo,1
's also undeniably exceedingly clever,1
honorably mexican and burns its kahlories with conviction .,1
labute continues to improve .,1
than anything seen on jerry springer,0
", the film does n't end up having much that is fresh to say about growing up catholic or , really , anything .",0
"its rough-around-the-edges , low-budget constraints",0
"are useful in telling the story , which is paper-thin and decidedly unoriginal",0
radical action,1
promises a new kind of high,1
intelligent flick,1
a derivative collection of horror and sci-fi cliches .,0
", they mock the kind of folks they do n't understand , ones they figure the power-lunchers do n't care to understand , either .",0
"shanghai ghetto may not be as dramatic as roman polanski 's the pianist , but",0
"it goes on for at least 90 more minutes and , worse , that you have to pay if you want to see it",0
a wretched movie that reduces the second world war to one man,0
"surprising highs , sorrowful lows and hidden impulsive niches ...",1
the rare trick of seeming at once both refreshingly different and reassuringly familiar,1
its compassionate spirit,1
are both excellent,1
sleepwalk through vulgarities in a sequel you can refuse .,0
"` punch-drunk love is so convinced of its own brilliance that , if it were a person , you 'd want to smash its face in . '",0
"the new film is a subzero version of monsters , inc. , without the latter 's imagination , visual charm or texture .",0
does have its charms,1
writer-director kurt wimmer,1
gets vivid performances from her cast and pulls off some deft ally mcbeal-style fantasy sequences,1
comes up shorter than britney 's cutoffs,0
of that already-shallow,0
"of relationships in such a straightforward , emotionally honest manner that by the end",1
swaggers through his scenes,1
those movies barely registering a blip on the radar screen of 2002,0
nonstop hoot,1
"claustrophic , suffocating and chilly",0
earnest emotional core,1
will not notice the glaring triteness of the plot device,0
well-made pb & j sandwich,1
"thrill you , touch you and",1
what makes this film special is serry 's ability to take what is essentially a contained family conflict and put it into a much larger historical context .,1
"writer/director joe carnahan 's grimy crime drama is a manual of precinct cliches , but it moves fast enough to cover its clunky dialogue and lapses in logic .",1
to give the film the substance it so desperately needs,0
magnificent landscape to create a feature film that is wickedly fun to watch,1
"i 'm sorry to say that this should seal the deal - arnold is not , nor will he be , back",0
breathtakingly assured and stylish,1
"in his u.s. debut , mr. schnitzler proves himself a deft pace master and stylist .",1
"than this long-on-the-shelf , point-and-shoot exercise in gimmicky crime drama",0
intrepid in exploring an attraction that crosses sexual identity,1
", stylized humor throughout",1
an elegant film with often surprising twists and an intermingling of naiveté and sophistication .,1
", there is almost nothing in this flat effort that will amuse or entertain them , either .",0
the absolute last thing we need hollywood doing to us,0
found a cult favorite to enjoy for a lifetime,1
of those comedies that just seem like a bad idea from frame one,0
execrable,0
are enthralling,1
"if it is n't entirely persuasive , it does give exposure to some talented performers",1
a genre gem,1
's hard to believe these jokers are supposed to have pulled off four similar kidnappings before,0
flopped,0
rude black comedy,0
expects us to laugh because he acts so goofy all the time,0
"feels like very light errol morris , focusing on eccentricity but failing , ultimately , to make something bigger out of its scrapbook of oddballs",0
"a lovely film ... elegant , witty and beneath a prim exterior unabashedly romantic",1
on the number of tumbleweeds blowing through the empty theaters,0
not-so-bright mother and daughter,0
"which is good news to anyone who 's fallen under the sweet , melancholy spell of this unique director 's previous films",1
some outrageously creative action in the transporter ...,1
unabashedly romantic picture,1
significantly better,1
this in-depth study of important developments of the computer industry should make it required viewing in university computer science departments for years to come .,1
the kind of movie that leaves vague impressions and a nasty aftertaste but little clear memory of its operational mechanics .,0
be able to look away for a second,1
ambition but no sense of pride or shame,0
"constantly touching , surprisingly funny ,",1
", it 's a work of enthralling drama",1
to her inventive director,1
guarantee to have you leaving the theater with a smile on your face,1
plotless collection of moronic stunts is by far the worst movie of the year .,0
"'s a lovely , eerie film that casts an odd , rapt spell .",1
of the stand-up comic,1
too many clever things,0
mostly fool 's gold,0
the moviegoing equivalent of going to a dinner party and being forced to watch the host and hostess 's home video of their baby 's birth .,0
", mouthpieces , visual motifs , blanks .",0
the film does n't manage to hit all of its marks,0
"the creative animation work may not look as fully ` rendered ' as pixar 's industry standard ,",0
having been slimed in the name of high art,0
one of those unassuming films that sneaks up on you and stays with you long after you have left the theater,1
"... routine , harmless diversion and little else .",1
stand as intellectual masterpieces next to the scorpion king,1
visually stunning,1
"a sharper , cleaner script",1
"is dark , brooding and slow , and",0
wo n't find anything to get excited about on this dvd,0
"might have been saved if the director , tom dey , had spliced together bits and pieces of midnight run and 48 hours ( and , for that matter , shrek ) .",0
makes its message resonate .,1
a century and a half ago,1
"love , longing ,",1
all-powerful,1
's hard to resist,1
"the power of the huston performance ,",1
a fairly harmless but ultimately lifeless feature-length afterschool special,0
that would have been better off staying on the festival circuit,0
lifts blue crush into one of the summer 's most pleasurable movies,1
rent this on video,1
"care deftly captures the wonder and menace of growing up , but he never really embraces the joy of fuhrman 's destructive escapism or the grace-in-rebellion found by his characters .",0
balancing deafening battle scenes with quieter domestic scenes of women back home receiving war department telegrams,1
just about more stately than any contemporary movie this year,1
"the cleverest ,",1
scuzzy,0
seems embarrassed to be part of,0
"a rich tale of our times , very well told with an appropriate minimum of means .",1
hip-hop fan to appreciate scratch,1
can also negotiate the movie 's darker turns,0
phoned-in business as usual .,0
the world 's most generic rock star,0
far more interesting,1
a sad and rote exercise,0
and cinemantic flair,1
"lacks the spirit of the previous two , and makes all those jokes about hos and even more unmentionable subjects seem like mere splashing around in the muck .",0
lacks aspirations of social upheaval .,0
too straight-faced,0
's no accident that the accidental spy is a solid action pic that returns the martial arts master to top form,1
as a surprisingly anemic disappointment,0
"( lin chung 's ) voice is rather unexceptional , even",0
to give the audience a reason to want to put for that effort,1
to perform,1
the movie is about as humorous as watching your favorite pet get buried alive .,0
casting mick jagger as director of the escort service was inspired,1
"two fine actors , morgan freeman and",1
"the film is the cast , particularly the ya-yas themselves .",1
how to suffer ' and if you see this film you 'll know too,0
more because you 're one of the lucky few who sought it out,1
minority report '' astounds .,1
enough substance,1
slick production values,1
's an 88-minute highlight reel that 's 86 minutes too long .,0
"the slapstick is labored , and the bigger setpieces flat .",0
"sexual jealousy , resentment",0
of the year 's most enjoyable releases,1
make showtime the most savory and hilarious guilty pleasure of many a recent movie season,1
rude and,0
watching a walk to remember,1
", delicate treatment",1
a sense of wonder,1
feel good,1
"hugely entertaining from start to finish , featuring a fall from grace that still leaves shockwaves",1
sublimely lofty,1
between passion and pretence,1
"a journey spanning nearly three decades of bittersweet camaraderie and history , in which we feel that we truly know what makes holly and marina tick , and our hearts go out to them as both continue to negotiate their imperfect , love-hate relationship .",1
liked a lot of the smaller scenes,1
so prolonged and boring,0
darkly funny,1
"an articulate , grown-up voice",1
emotionally malleable,0
the film buzz and whir,1
a mere plot pawn,0
crisp psychological drama,1
the humor is recognizably plympton,1
"it 's up to ( watts ) to lend credibility to this strange scenario , and her presence succeeds in making us believe",1
final act,1
some remarkable achival film about how shanghai ( of all places ),1
run for your lives,0
benefits from serendipity,1
"an entertaining , if ultimately minor , thriller .",1
the grandeur,1
"costner 's warm-milk persona is just as ill-fitting as shadyac 's perfunctory directing chops , and",0
sc2 is an autopilot hollywood concoction lacking in imagination and authentic christmas spirit,0
kids-cute sentimentality by a warmth that is n't faked,1
strike a chord with anyone who 's ever,1
never gets off the ground .,0
a poignant and gently humorous,1
belinsky is still able to create an engaging story that keeps you guessing at almost every turn .,1
"as it is a unique , well-crafted psychological study of grief",1
its superior cast,1
succeed in producing that most frightening of all movies -- a mediocre horror film too bad to be good and too good to be bad .,0
a few four letter words thrown in that are generally not heard on television,0
"easily and , in the end , not well enough",0
ill-advised and poorly,0
consumed and forgotten,0
"lot to ask people to sit still for two hours and change watching such a character , especially when rendered in as flat and impassive a manner as phoenix 's",0
"a beautiful food entrée that is n't heated properly , so that it ends up a bit cold and relatively flavorless",0
this is a train wreck of an action film -- a stupefying attempt by the filmmakers to force-feed james bond into the mindless xxx mold and throw 40 years of cinematic history down the toilet in favor of bright flashes and loud bangs .,0
even close to being the barn-burningly bad movie it promised it would be,0
"because we 've seen ( eddie ) murphy do the genial-rogue shtick to death , but because the plot is equally hackneyed",0
rough edges,0
"something provocative , rich , and strange",1
tartakovsky 's team has some freakish powers of visual charm,1
takes great pleasure in watching the resourceful molly stay a step ahead of her pursuers .,1
"have a 90-minute , four-star movie",1
about surprising us by trying something new,1
sorry use of aaliyah in her one,0
what makes this film special,1
rather simplistic,0
in the utter cuteness of stuart and margolo,1
communicates something,1
", it 's just one that could easily wait for your pay per view dollar .",0
"gives give a solid , anguished performance that eclipses nearly everything else she 's ever done .",1
by childlike dimness and a handful of quirks,0
unflattering,0
"that rare movie that works on any number of levels -- as a film of magic and whimsy for children , a heartfelt romance for teenagers and a compelling argument about death , both pro and con , for adults .",1
trying to make head or tail of the story in the hip-hop indie snipes is enough to give you brain strain -- and the pay-off is negligible,0
is hampered by taylor 's cartoonish performance and the film 's ill-considered notion that hitler 's destiny was shaped by the most random of chances,0
"forewarned , if you 're depressed about anything before watching this film",0
"intense , claustrophobic",0
the film jolts the laughs from the audience -- as if by cattle prod .,1
"a family of five blind , crippled , amish people alive in this situation",0
"( reynolds ) takes a classic story , casts attractive and talented actors and uses a magnificent landscape to create a feature film that is wickedly fun to watch .",1
piercing,1
"it 's truly awful and heartbreaking subject matter , but one whose lessons are well worth revisiting as many times as possible .",1
audacious-impossible yet compelling,1
at once overly old-fashioned in its sudsy plotting and heavy-handed in its effort to modernize it with encomia to diversity and tolerance .,0
'd bother watching past the second commercial break,0
rarely has so much money delivered so little entertainment .,0
south park,1
too much of it feels unfocused and underdeveloped .,0
"some of their jokes work , but most fail miserably and in the end , pumpkin is far more offensive than it is funny .",0
subject as monstrous,0
healing,1
there 's something to be said for a studio-produced film that never bothers to hand viewers a suitcase full of easy answers .,1
bring off,1
"... is funny in the way that makes you ache with sadness ( the way chekhov is funny ) , profound without ever being self-important , warm without ever succumbing to sentimentality .",1
", blade 2 is definitely a cut above the rest .",1
muddled to be an effectively chilling guilty pleasure,1
a new treasure,1
"chen films the resolutely downbeat smokers only with every indulgent , indie trick in the book",0
might more accurately be titled mr. chips off the old block,0
lurid and less than lucid work,0
"i enjoyed the movie in a superficial way , while never sure what its purpose was .",1
the worst films of 2002,0
has little insight,0
wo n't have any trouble getting kids to eat up these veggies,1
"it is a kind , unapologetic , sweetheart of a movie , and",1
of the most exciting action films,1
inviting,1
a played-out idea -- a straight guy has to dress up in drag --,0
makes piecing the story together frustrating difficult,0
in a class with spike lee 's masterful,1
", i 'd say the film works",1
"instead of a balanced film that explains the zeitgeist that is the x games , we get a cinematic postcard that 's superficial and unrealized .",0
curious about each other against all odds,1
is a tale worth catching,1
"a compassionate , moving portrait of an american ( and an america ) always reaching for something just outside his grasp",1
a handful of virtuosic set pieces,1
without passion or politics,0
are acting horribly,0
you 're going to feel like you were n't invited to the party .,0
a nation whose songs spring directly from the lives of the people,1
ends up sounding like satire,0
a marginal thumbs up,1
relentlessly folksy,0
is that there 's a casual intelligence that permeates the script .,1
stinks from start,0
no art,0
is reasonably entertaining,1
"on dumb gags , anatomical humor , or character cliches",0
is n't much fun,0
"no charm , no laughs",0
constrictive eisenhower era,1
"i liked the movie , but",1
may work as an addictive guilty pleasure but the material never overcomes its questionable satirical ambivalence,0
this much imagination and nerve,1
chaos,0
", this film 's impressive performances and adept direction are n't likely to leave a lasting impression .",0
"its premise is smart , but the execution is pretty weary .",0
is a great deal of fun,1
should have been the ultimate imax trip,1
problems and,0
", and to her inventive director",1
fills me with revulsion .,0
"proficient , dull",0
that the jury who bestowed star hoffman 's brother gordy with the waldo salt screenwriting award at 2002 's sundance festival were honoring an attempt to do something different over actually pulling it off,0
"vivid , convincing",1
it 's that painful .,0
"the storylines are woven together skilfully , the magnificent swooping aerial shots are breathtaking , and the overall experience is awesome .",1
big stars and high production values are standard procedure,1
discoveries,1
"just goes to show that if you give a filmmaker an unlimited amount of phony blood , nothing good can happen",0
least favorite,0
a well-put-together piece of urban satire .,1
"paper-thin , and their personalities undergo radical changes when it suits the script",0
"is first-rate , especially sorvino .",1
"shining performance offers us the sense that on some elemental level , lilia deeply wants to break free of her old life .",1
loses what made you love it,0
translation : ` we do n't need to try very hard,0
hits all the verbal marks it should .,1
a stock plot,0
might not give a second look if we passed them on the street,0
directed with sensitivity and skill,1
"of all the halloween 's , this is the most visually unappealing .",0
"predominantly amateur cast is painful to watch ,",0
", he 's unlikely to become a household name on the basis of his first starring vehicle .",0
"complex and quirky , but",1
"enthusiastically taking up the current teen movie concern with bodily functions , walt becker 's film pushes all the demographically appropriate comic buttons .",1
good enough to be the purr,1
", i.e. peploe 's , it 's simply unbearable",0
just such a dungpile,0
"those crass , contrived sequels",0
enigma lacks it .,0
may puzzle his most ardent fans .,0
"a canny crowd pleaser , and the last kiss",1
invest such subtlety and warmth in an animatronic bear when the humans are acting like puppets,0
has nothing good to speak about other than the fact that it is relatively short,0
"of young , black manhood that is funny , touching , smart and complicated",1
"the soul-searching deliberateness of the film , although leavened nicely with dry absurdist wit",1
", moving , and adventurous directorial debut",1
"makes us see familiar issues , like racism and homophobia , in a fresh way",1
the result is so tame that even slightly wised-up kids would quickly change the channel .,0
often exciting,1
"those prone to indignation need not apply ; those susceptible to blue hilarity , step right up .",1
"the leaping story line , shaped by director peter kosminsky into sharp slivers and cutting impressions , shows all the signs of rich detail condensed into a few evocative images and striking character traits .",1
"tara reid plays a college journalist ,",0
"is almost entirely witless and inane , carrying every gag two or three times beyond its limit to sustain a laugh .",0
", redundant , sloppy",0
two dimension tale,1
joyful solo performance,1
my wife is an actress has its moments in looking at the comic effects of jealousy .,1
no place for this story to go but down,0
an engrossing story,1
"like the best 60 minutes exposé , the film ( at 80 minutes ) is actually quite entertaining .",1
"awesome work : ineffable , elusive , yet inexplicably powerful",1
barely tolerable slog,0
an inuit masterpiece,1
mysterious and brutal nature,0
its invitingly upbeat overture to its pathos-filled but ultimately life-affirming finale,1
pull together easily accessible stories that resonate with profundity,1
basically a static series of semi-improvised ( and semi-coherent ) raps between the stars .,0
as temptingly easy,1
schumacher does probably as good a job as anyone at bringing off the hopkins/rock collision of acting styles and onscreen personas,1
"... is , also , frequently hilarious .",1
compromise with reality enough to become comparatively sane and healthy,0
's hardly a necessary enterprise .,0
for `` shock humor '' will wear thin on all,0
"an athlete , a movie star , and",1
no such thing is a big letdown .,0
"a stirring tribute to the bravery and dedication of the world 's reporters who willingly walk into the nightmare of war not only to record the events for posterity , but to help us clearly see the world of our making .",1
to suspense thriller,1
( a ) mess .,0
going right through the ranks of the players -- on-camera and off -- that he brings together,1
having fun with it all,1
finds a way to make j.k. rowling 's marvelous series into a deadly bore,0
"even with all its botches , enigma offers all the pleasure of a handsome and well-made entertainment .",1
is ultimately about as inspiring as a hallmark card,0
filmmaking that is plainly dull and visually ugly when it is n't incomprehensible .,0
bad name,0
"have all the suspense of a 20-car pileup , while the plot holes are big enough for a train car to drive through -- if kaos had n't blown them all up .",0
troubled and determined homicide cop,1
was covered earlier and much better in ordinary people,0
"since dahmer resorts to standard slasher flick thrills when it should be most in the mind of the killer , it misses a major opportunity to be truly revelatory about his psyche .",0
wasting away inside unnecessary films,0
's a very tasteful rock and roll movie,1
represents a worthy departure from the culture clash comedies that have marked an emerging indian american cinema,1
offers rare insight into the structure of relationships,1
actually seem to understand what made allen 's romantic comedies so pertinent and enduring,1
of the plot and a powerfully evocative mood combining heated sexuality with a haunting sense of malaise,1
rarely has a film 's title served such dire warning .,0
can actually feel good,1
standard,0
this wild welsh whimsy,1
"the so-inept - it 's - surreal dubbing ( featuring the voices of glenn close , regis philbin and breckin meyer ) brings back memories of cheesy old godzilla flicks .",0
a grimly competent and stolid and earnest military courtroom drama .,1
take an entirely stale concept and,0
"this is the kind of movie that you only need to watch for about thirty seconds before you say to yourself , ` ah , yes , here",0
"colorful , joyous celebration",1
virtually no understanding of it,0
"anyone else who may , for whatever reason , be thinking about going to see this movie is hereby given fair warning .",0
after 30 minutes into a slap-happy series,0
their own rhythm,1
are totally estranged from reality .,0
it 's not as awful as some of the recent hollywood trip tripe ... but it 's far from a groundbreaking endeavor .,0
"after you laugh once ( maybe twice ) , you will have completely forgotten the movie by the time you get back to your car in the parking lot .",0
reprehensible,0
"oftentimes funny , yet ultimately cowardly autocritique",1
lives count,1
"strangers , which opens today in the new york metropolitan area , so distasteful",0
wishing that you and they were in another movie,0
is strong as always .,1
"if you love him , you 'll like it .",1
"inject her pure fantasy character , melanie carmichael , with a massive infusion of old-fashioned hollywood magic",1
cluelessness,0
"is clever and funny , is amused by its special effects , and leaves you feeling like you 've seen a movie instead of an endless trailer .",1
crude and unrelentingly exploitative,0
"both exuberantly romantic and serenely melancholy , what time is it there ?",1
"are defeated by a screenplay that forces them into bizarre , implausible behavior",0
"i 'm convinced i could keep a family of five blind , crippled , amish people alive in this situation better than these british soldiers do at keeping themselves kicking .",0
the problem with antwone fisher,1
ask for a raise,1
pretend like your sat scores are below 120 and you might not notice the flaws,0
"with flashbulb editing as cover for the absence of narrative continuity , undisputed is nearly incoherent , an excuse to get to the closing bout ... by which time it 's impossible to care who wins .",0
memorable experience,1
"gets very ugly , very fast",0
seems to have forgotten everything he ever knew about generating suspense,0
as if it were an obligation,0
undistinguished,0
are too cute,1
"hollow , self-indulgent , and - worst of all -",0
delightful comedy,1
i 'll settle for a nice cool glass of iced tea and,1
the worst films of the summer,0
"all for easy sanctimony , formulaic thrills and a ham-fisted sermon on the need for national health insurance",0
", but the uninspired scripts , acting and direction never rise above the level of an after-school tv special .",0
it 's a pretty good execution of a story that 's a lot richer than the ones hollywood action screenwriters usually come up with on their own .,1
does not go far enough in its humor or stock ideas to stand out as particularly memorable or even all that funny .,0
few gut-busting laughs,1
one of the most entertaining monster movies in ages,1
soars every bit as high,1
most repugnant,0
become expert fighters,1
"rifkin no doubt fancies himself something of a hubert selby jr. , but there is n't an ounce of honest poetry in his entire script",0
glucose sentimentality and,0
"comes along only occasionally , one so unconventional ,",1
return to neverland manages to straddle the line between another classic for the company and,1
"american musical comedy as we know it would n't exist without the precedent of yiddish theater , whose jolly , fun-for-fun 's - sake communal spirit goes to the essence of broadway .",1
wickedly fun,1
"just as expectant of an adoring , wide-smiling reception",1
"dull , dumb and derivative horror",0
"has little insight into the historical period and its artists ,",0
callow rich boy,0
's lacking a depth in storytelling usually found in anime like this,0
any scenes that might have required genuine acting from ms. spears,0
works more often than it does n't,1
moves in such odd plot directions and descends into such message-mongering moralism that its good qualities are obscured .,0
too bland and fustily tasteful to be truly prurient .,0
"miracles ,",1
"the director , tom dey , had spliced together bits and pieces of midnight run and 48 hours ( and , for that matter , shrek )",1
fantastic movie,1
", and gently tedious in its comedy",1
several attempts at lengthy dialogue scenes,0
"given the stale plot and pornographic way the film revels in swank apartments , clothes and parties",0
"successfully blended satire , high camp and yet another sexual taboo into a really funny movie .",1
"showtime is n't particularly assaultive , but it can still make you feel that you never want to see another car chase , explosion or gunfight again",0
italian freakshow,0
a sometimes tedious film .,0
", life-affirming moments",1
"other than the slightly flawed ( and fairly unbelievable ) finale , everything else is top shelf .",1
marks an encouraging new direction for la salle .,1
as one of the great submarine stories,1
"a conventional , but well-crafted film",1
enough clever and unexpected,1
jump-in-your-seat,1
best part ',1
", funny and poignant",1
'll still be glued to the screen .,1
"the worst kind of mythologizing , the kind that sacrifices real heroism and abject suffering for melodrama .",0
"aims to present an unflinching look at one man 's downfall , brought about by his lack of self-awareness",1
"and more entertaining , too .",1
host to some truly excellent sequences,1
the entire cast is extraordinarily good .,1
classic fairy tale,1
pays tribute,1
"long , slow and dreary",0
all the movie 's narrative gymnastics ca n't disguise the fact that it 's inauthentic at its core and that its story just is n't worth telling .,0
bratty for sympathy,0
"if the title is a jeopardy question , then the answer might be `` how does steven seagal come across these days ? ''",0
beacon of hope,1
"with a lousy script , inept direction , pathetic acting , poorly dubbed dialogue and murky cinematography",0
wonderfully creepy,1
the avant-garde fused with their humor,1
the problem with all of this,0
... it 's robert duvall !,1
sour attempt,0
"the abiding impression , despite the mild hallucinogenic buzz , is of overwhelming waste -- the acres of haute couture ca n't quite conceal that there 's nothing resembling a spine here .",0
"in its own floundering way , it gets to you .",1
ourselves and,1
pure craft and,1
depressingly thin and exhaustingly contrived .,0
skip but film buffs should get to know,0
pleasant enough -- and,1
made off with your wallet,0
the rollerball sequences feel sanitised and stagey .,0
the gifted pearce,1
"originality , humor and pathos",1
crude humor and vulgar innuendo,0
"'s one of the most beautiful , evocative works i 've seen",1
"unveil it until the end , after endless scenes of him wheedling reluctant witnesses and pointing his camera through the smeared windshield of his rental car",0
's a diverting enough hour-and-a-half for the family audience .,1
impudent,0
", riveting and handsomely",1
heartache everyone,0
... really horrible drek .,0
"have some idea of the glum , numb experience of watching o fantasma",0
become dullingly repetitive,0
say you were n't warned,0
there 's a wickedly subversive bent to the best parts of birthday girl .,1
torn away,0
epps has neither the charisma nor the natural affability that has made tucker a star .,0
superfluous sequel,0
absorbing characters,1
", it is a great film .",1
sharp and quick documentary,1
if you dig on david mamet 's mind tricks ... rent this movie and enjoy !,1
a compelling piece that demonstrates just how well children can be trained to live out and carry on their parents ' anguish,1
like a docu-drama but builds its multi-character story with a flourish .,1
with a visually masterful work of quiet power,1
a movie that is n't just offensive,0
"avoids all the comic possibilities of its situation , and",0
is sordid and disgusting .,0
you wish had been developed with more care,0
loses its ability to shock and amaze,0
has value can not be denied .,1
preserves tosca 's intoxicating ardor through his use of the camera .,1
like the wanderers and a bronx tale,1
leigh 's film is full of memorable performances from top to bottom .,1
"the jokes are flat ,",0
down-to-earth,1
", shot in artful , watery tones of blue , green and brown .",1
hard-core slasher aficionados will find things to like,1
a movie where story is almost an afterthought amidst a swirl of colors and inexplicable events .,0
"that satisfies , as comfort food often can",1
a riot to see rob schneider in a young woman 's clothes,1
"if not a home run , then at least",1
uncompromising knowledge,1
about existential suffering,0
this beautifully animated epic is never dull .,1
all-woman,1
of french cinema 's master craftsmen,1
going wrong,0
a bit cold and relatively flavorless,0
"a delightfully dour ,",1
", it offers much to absorb and even more to think about after the final frame .",1
the film 's sopranos gags,0
"flat-out amusing , sometimes endearing and often fabulous , with a solid cast , noteworthy characters , delicious dialogue and a wide supply of effective sight gags .",1
delivers an inspired portrait of male-ridden angst and the emotional blockage that accompanies this human condition,1
you 've endured a long workout without your pulse ever racing,1
contradicts,0
"wickedly funny , visually engrossing ,",1
genuine rather than pandering,1
"this woefully hackneyed movie , directed by scott kalvert , about street gangs and turf wars in 1958 brooklyn -- stale cliches , gratuitous violence , or empty machismo",0
its total promise,1
option to slap her creators because they 're clueless and inept,0
"is exhaustion , from watching a movie that is dark ( dark green , to be exact ) , sour , bloody and mean",0
"overlong and not well-acted , but",0
"whole slo-mo , double-pistoled , ballistic-pyrotechnic hong kong action",0
's unlikely to become a household name on the basis of his first starring vehicle .,0
the still-inestimable contribution they have made to our shared history,1
menace,0
` masterpiece ' and ` triumph ',1
breathes life,1
"'s a terrible movie in every regard ,",0
"it 's so good that its relentless , polished wit can withstand not only inept school productions , but even oliver parker 's movie adaptation .",1
funniest and most likeable movie,1
has all the hallmarks of a movie,1
"but it 's a rushed , slapdash , sequel-for-the-sake - of-a-sequel with less than half the plot and ingenuity",0
it made me realize that we really have n't had a good cheesy b-movie playing in theaters since ... well ... since last week 's reign of fire .,0
contradicts everything we 've come to expect from movies nowadays .,1
the plot ` surprises,1
emerges as the very best of them,1
", it collapses like an overcooked soufflé .",0
'' overcome its weaknesses,1
"hits every cliche we 've come to expect , including the assumption that `` crazy '' people are innocent , childlike and inherently funny .",0
brazen enough to attempt to pass this stinker off as a scary movie,0
"every joke is repeated at least -- annoying , is n't it",0
rank frustration from those,0
more fascinating -- being real -- than anything seen on jerry springer,1
a satisfying kids flck becomes increasingly implausible as it races through contrived plot points,0
"astonishing is n't the word -- neither is incompetent , incoherent or just plain crap",0
gusto,1
the script falls back on too many tried-and-true shenanigans that hardly distinguish it from the next teen comedy .,0
"hugely entertaining from start to finish , featuring a fall from grace that still leaves shockwaves , it will gratify anyone who has ever suspected hollywood of being overrun by corrupt and hedonistic weasels .",1
the first movie,1
do n't have the slightest difficulty accepting him in the role,1
you ca n't help but get caught up in the thrill of the company 's astonishing growth .,1
this is the kind of production that would have been funnier if the director had released the outtakes theatrically and used the film as a bonus feature on the dvd,0
kids to watch too many barney videos,0
fails to fascinate,0
almost no organic intrigue,0
bad people,0
along looking for astute observations and coming up blank,0
of demme 's good films,1
pleasantly,1
much of what we see is horrible but,0
while the extensive use of stock footage quickly becomes a tiresome cliché,0
"tully is worth a look for its true-to-life characters , its sensitive acting , its unadorned view of rural life and the subtle direction of first-timer hilary birmingham .",1
"of those films where the characters inhabit that special annex of hell where adults behave like kids , children behave like adults and everyone",0
low-rent -- and even lower-wit,0
a director enjoying himself immensely,1
weaknesses,0
the wounds of the tortured and self-conscious material,0
new insight,1
undermines the possibility for an exploration of the thornier aspects of the nature/nurture argument in regards,0
yet another entry in the sentimental oh-those-wacky-brits genre that was ushered in by the full monty and is still straining to produce another smash hit .,0
rhapsodic,1
"a light , engaging comedy that fumbles away almost all of its accumulated enjoyment with a crucial third act miscalculation .",0
worked,1
"the historical , philosophical , and",1
lets the movie dawdle in classic disaffected-indie-film mode,0
"will no doubt rally to its cause , trotting out threadbare standbys like ` masterpiece ' and ` triumph ' and all that malarkey , but rarely",0
starts off witty and sophisticated and you want to love it -- but filmmaker yvan attal quickly writes himself into a corner .,0
"the flowers of perversity , comedy and romance",1
is so convinced of its own brilliance,1
"that 's neither completely enlightening , nor",0
captures a life interestingly lived,1
from one of french cinema 's master craftsmen,1
"never lets go your emotions , taking them to surprising highs , sorrowful lows and hidden impulsive niches ... gorgeous , passionate , and at times uncommonly moving .",1
occasionally interesting,0
grand-scale,1
an engrossing and grim portrait of hookers : what they think of themselves and their clients,1
"of the national lampoon film franchise , too long reduced to direct-to-video irrelevancy",0
", whimsical feature",1
it feels accidental,0
by the intentionally low standards of frat-boy humor,0
"the striking , quietly vulnerable personality",1
"dwells on crossing-over mumbo jumbo , manipulative sentimentality , and sappy dialogue .",0
standard thriller and drag audience enthusiasm to crush depth,0
succeeds in making neither,0
there are some movies that hit you from the first scene and you know it 's going to be a trip,1
rampant adultery,0
the film is well under way -- and yet it 's hard to stop watching,1
"ultimately , the film amounts to being lectured to by tech-geeks , if you 're up for that sort of thing .",0
"escapes the precious trappings of most romantic comedies , infusing into the story very real",1
boils down to a transparently hypocritical work that feels as though it 's trying to set the women 's liberation movement back 20 years,0
"brings a beguiling freshness to a coming-of-age story with such a buoyant , expressive flow of images that it emerges as another key contribution to the flowering of the south korean cinema .",1
"favored by pretentious , untalented artistes who enjoy moaning about their cruel fate .",0
an intelligent romantic thriller,1
( siegel ) and co-writers lisa bazadona and grace woodard have relied too much on convention in creating the characters who surround frankie .,0
gibberish,0
ferrara 's,1
opera-ish dialogue,0
inventive screenplay,1
